outcome,feature,feat_label,log2fc,pval,qval,sig,mean_pos,mean_neg
CLAD,Rad_71,CT radiomics,,0.16949829266477778,0.5411549020804255,,0.09264719,-0.15101202
CLAD,Rad_72,CT radiomics,,0.06943445753145389,0.4817681565847966,,0.39485678,-0.0005956111
CLAD,Rad_73,CT radiomics,,0.9867539147388653,0.9867539147388653,,-0.19641091,-0.23724039
CLAD,Rad_74,CT radiomics,1.2849407,0.2225309877713899,0.5411549020804255,,0.53451437,0.21935736
CLAD,Rad_75,CT radiomics,1.0914769,0.1424156288308095,0.5411549020804255,,0.06221574,0.029196115
CLAD,Rad_76,CT radiomics,,0.7321768283372349,0.8760796608320904,,0.22662772,-0.13122395
CLAD,Rad_77,CT radiomics,,0.40879103617656853,0.6942958868395689,,0.001625004,-0.017386444
CLAD,Rad_78,CT radiomics,,0.4277901240826556,0.7152116137006899,,0.16938959,-0.073991776
CLAD,Rad_79,CT radiomics,,0.5209548794451546,0.7851010155018527,,0.115362905,-0.13195062
CLAD,Rad_80,CT radiomics,2.3232822,0.09455262886243672,0.4817681565847966,,0.4459931,0.08911411
CLAD,Rad_81,CT radiomics,4.062176,0.047811667486053,0.4817681565847966,,0.93318385,0.055862844
CLAD,Rad_82,CT radiomics,4.4308615,0.05706083193332156,0.4817681565847966,,0.9768813,0.04529081
CLAD,Rad_83,CT radiomics,1.4662261,0.2877336031941289,0.5597726462140327,,0.08524604,0.030852273
CLAD,Rad_84,CT radiomics,,0.8449091437361103,0.922587830959443,,0.17044464,-0.121160015
CLAD,Rad_85,CT radiomics,,0.18335114703112254,0.5411549020804255,,-0.4169436,0.17162974
CLAD,Rad_86,CT radiomics,-0.09337652,0.18820416976940124,0.5411549020804255,,0.33113053,0.35327142
CLAD,Rad_87,CT radiomics,,0.7321164750454412,0.8760796608320904,,0.22665714,-0.13122138
CLAD,Rad_88,CT radiomics,,0.16379372387966618,0.5411549020804255,,-0.8827515,0.012318947
CLAD,Rad_89,CT radiomics,1.7099223,0.22089314093996926,0.5411549020804255,,0.30660617,0.093721576
CLAD,Rad_90,CT radiomics,-0.61461246,0.20833273216653736,0.5411549020804255,,0.23346992,0.35747695
CLAD,Rad_91,CT radiomics,,0.25085155866305064,0.5425011151597637,,-0.577059,-0.18902339
CLAD,Rad_92,CT radiomics,,0.7159428126604757,0.8760796608320904,,0.32692605,-0.17958304
CLAD,Rad_93,CT radiomics,,0.6808032119564988,0.8760796608320904,,-0.29764986,0.16637532
CLAD,Rad_94,CT radiomics,-3.551704,0.10755137235617565,0.5230907655504907,,0.0035197088,0.041284688
CLAD,Rad_95,CT radiomics,,0.25497930766940946,0.5425011151597637,,-0.3317552,-0.19916604
CLAD,Rad_96,CT radiomics,,0.058670611673117455,0.4817681565847966,,-0.4829829,0.031946946
CLAD,Rad_97,CT radiomics,,0.4453781624418127,0.7331609750965226,,0.032349437,-0.13646111
CLAD,Rad_98,CT radiomics,,0.2301022974056517,0.5425011151597637,,0.08570643,-0.15546031
CLAD,Rad_99,CT radiomics,-0.133986,0.197802091124186,0.5411549020804255,,0.32387868,0.35539868
CLAD,Rad_100,CT radiomics,0.38244057,0.6321244265945356,0.8561685271596875,,0.08958473,0.06872368
CLAD,Rad_101,CT radiomics,7.501981,0.2613952989798414,0.5425011151597637,,0.24621151,0.0013572766
CLAD,Rad_102,CT radiomics,,0.5787211776198129,0.8273693245796462,,0.30227512,-0.15881269
CLAD,Rad_103,CT radiomics,,0.036055846280196056,0.4817681565847966,,-0.002132489,-0.013776519
CLAD,Rad_104,CT radiomics,0.6123903,0.48637107993298845,0.7653191993063201,,0.22513789,0.14726533
CLAD,Rad_105,CT radiomics,,0.6166847702341423,0.8459650053211952,,-0.26411468,0.12644778
CLAD,Rad_106,CT radiomics,4.2162933,0.30744475023560613,0.5671825564691355,,0.09151084,0.004922182
Death,CT_0,CT counts,,0.3745510111282747,0.4619462470582055,,-0.091431044,0.041777756
Death,CT_1,CT counts,,0.002955139410884321,0.008970985921923918,**,-0.2194427,0.023005862
Death,CT_2,CT counts,1.3658276,0.000389971927511237,0.0018036201647394711,**,0.14399372,0.055870626
Death,CT_3,CT counts,2.3151283,0.20801070930769094,0.2748712944423059,,0.35886213,0.072110675
Death,CT_4,CT counts,1.7675251,0.06644953407574362,0.11175603458193245,,0.4514847,0.13260587
Death,CT_5,CT counts,,0.06539138728139977,0.11175603458193245,,0.8509319,-0.18419842
Death,CT_6,CT counts,0.441334,0.0020517246331323703,0.006901255584172518,**,0.07067758,0.052050453
Death,CT_7,CT counts,,0.30350632484114304,0.3872322075559411,,-0.22634952,0.1293267
Death,CT_8,CT counts,,0.001365097315858285,0.005612066742972949,**,-0.08023681,0.03845687
Death,CT_9,CT counts,,0.027085937613630647,0.052746299563386,,-0.1528343,0.050162096
Death,CT_10,CT counts,-5.7287083,0.7167981270851372,0.7367091861708355,,0.003961969,0.21014988
Death,CT_11,CT counts,,0.5502367416868074,0.6169321043155113,,-0.12010104,0.023375861
Death,CT_12,CT counts,,0.12674939270844116,0.18758910120849293,,-0.267005,-0.0589521
Death,CT_13,CT counts,,0.019211321214101997,0.03948993805120966,*,-0.24324003,0.13229457
Death,CT_14,CT counts,-0.49804068,0.20373458490355623,0.2748712944423059,,0.054086298,0.076386094
Death,CT_15,CT counts,3.7975073,0.9724324849881811,0.9724324849881811,,0.85902256,0.06177806
Death,CT_16,CT counts,,0.6882956671073972,0.7367091861708355,,-0.23987994,0.10924819
Death,CT_17,CT counts,,0.032019521423302805,0.05923611463311019,,-0.28125936,0.009209927
Death,CT_18,CT counts,,0.5396508366746171,0.6169321043155113,,-0.24650285,0.027436424
Death,CT_19,CT counts,,3.0906872607078524e-13,1.1435542864619053e-11,***,-0.13246341,-0.013537671
Death,CT_20,CT counts,,0.10763590732302479,0.16593869045632986,,0.47967657,-0.02081775
Death,CT_21,CT counts,,0.005398660497981397,0.014267888458950833,*,-0.12614053,0.016024336
Death,CT_22,CT counts,-1.6897259,5.836136463683221e-06,5.398426228906979e-05,***,0.008568272,0.02764305
Death,CT_23,CT counts,,0.1445835135240686,0.2057534615534822,,-0.2647387,0.007574845
Death,CT_24,CT counts,,0.07331731777568455,0.11794525033479689,,-0.6919676,-0.07154695
Death,CT_25,CT counts,,0.01837478371857555,0.03948993805120966,*,-0.002804996,0.050692394
Death,CT_26,CT counts,,1.4699130997599315e-08,2.7193392345558733e-07,***,-0.11832301,0.0037927702
Death,CT_27,CT counts,,0.00023423454386035177,0.0014444463538055025,**,0.07404178,-0.029431773
Death,CT_28,CT counts,,0.41760741577216554,0.49843465753452015,,-0.20511866,0.06800136
Death,CT_29,CT counts,,0.7020218484249192,0.7367091861708355,,0.19062124,-0.07176875
Death,CT_30,CT counts,,1.3654704271323663e-07,1.6840801934632518e-06,***,0.11108825,-0.014978935
Death,CT_31,CT counts,,0.003151968026621917,0.008970985921923918,**,0.1450005,-0.02438626
Death,CT_32,CT counts,,0.008081528301106295,0.019934436476062193,*,0.16364415,-0.0325042
Death,CT_33,CT counts,6.088497,0.0016356141256808519,0.006051772265019152,**,0.15880671,0.0023327488
Death,CT_34,CT counts,1.0710244,0.0003046178405841534,0.0016101228716590965,**,0.17852204,0.0849725
Death,CT_35,CT counts,6.4753084,1.0120175362652982e-05,7.488929768363207e-05,***,0.18102077,0.0020335359
Death,CT_36,CT counts,4.031405,0.009145295971003593,0.021148496932945807,*,0.22582808,0.013809437
Death,HE_0,HE counts,,0.27888072565152056,0.46480120941920094,,-0.27226683,0.669433
Death,HE_1,HE counts,-1.7227168,0.18113105860987289,0.38813798273544187,,0.07974204,0.26319662
Death,HE_2,HE counts,-0.39980483,0.5391930510421178,0.7352632514210697,,0.10011661,0.13208723
Death,HE_3,HE counts,,0.8176055866307479,0.8461542070258705,,0.032268677,-0.9746671
Death,HE_4,HE counts,-1.0921457,0.5890200026800105,0.7362750033500132,,0.7891509,1.6823983
Death,HE_5,HE counts,,0.6855494909025833,0.7910186433491346,,0.12064309,-0.49362102
Death,HE_6,HE counts,,0.010746827314775617,0.15018130754730782,,-0.74243623,-0.5108605
Death,HE_7,HE counts,,0.4077765737347484,0.6116648606021227,,-0.67576087,-1.2297521
Death,HE_8,HE counts,2.4564722,0.027605097175574814,0.15018130754730782,,1.318252,0.24017352
Death,HE_9,HE counts,-1.41742,0.26743942470337745,0.46480120941920094,,0.21899304,0.5849484
Death,HE_10,HE counts,,0.05006043584910261,0.15018130754730782,,0.10635703,-0.2905837
Death,HE_11,HE counts,,0.03348897388803229,0.15018130754730782,,-0.4610482,-0.0044940887
Death,HE_12,HE counts,-0.54665184,0.061647373201244894,0.15411843300311223,,0.15910295,0.23240082
Death,HE_13,HE counts,,0.04226508673071581,0.15018130754730782,,0.105735384,-0.035058282
Death,HE_14,HE counts,-2.5997562,0.8461542070258705,0.8461542070258705,,0.12115025,0.7343986
