gene,cell_type,log2fc,pval,padj
TUBA4A,TRAM-3,-0.2894770310367497,0.9695457800782478,0.9907015071609087
EPHA4,TRAM-3,1.3714482307311608,0.5898244395060338,0.960451064784517
SGPP2,TRAM-3,0.2996903891810765,0.6087875610848543,0.960451064784517
SERPINE2,TRAM-3,1.9475325801058643,0.6174992218762105,0.960451064784517
DOCK10,TRAM-3,1.557166439775128,0.32329886014595244,0.960451064784517
COL4A4,TRAM-3,3.5004783429439716,0.13692228388308816,0.960451064784517
CCL20,TRAM-3,1.288284166868301,0.6345002730485035,0.960451064784517
PID1,TRAM-3,-2.672003069162718,0.3712318927571875,0.960451064784517
ITM2C,TRAM-3,-0.29253130307829084,0.6634180644797059,0.960451064784517
GPR55,TRAM-3,4.931863123839981,0.08299406906455464,0.960451064784517
AC017104.1,TRAM-3,3.707468696921709,0.1632392535679107,0.960451064784517
NMUR1,TRAM-3,2.1154772174199357,0.4745612124974209,0.960451064784517
ARL4C,TRAM-3,0.10426904409118593,0.7611624356181047,0.960451064784517
RAMP1,TRAM-3,0.7886967573253583,0.9654427749976047,0.9907015071609087
PASK,TRAM-3,2.2611803628476315,0.11046792533370879,0.960451064784517
PDCD1,TRAM-3,2.5657518967553212,0.43466620282808566,0.960451064784517
RTP5,TRAM-3,0.39775950784700825,0.8489359988805478,0.960451064784517
LINC01237,TRAM-3,2.908416449839479,0.26621727128097805,0.960451064784517
IL5RA,TRAM-3,1.4573483041368083,0.5641591413664847,0.960451064784517
BHLHE40-AS1,TRAM-3,1.7587571674129632,0.3613727913599283,0.960451064784517
BHLHE40,TRAM-3,2.7519870390000967,0.06923076923076923,0.960451064784517
SRGAP3,TRAM-3,2.051152412018122,0.20188819445291173,0.960451064784517
THUMPD3-AS1,TRAM-3,1.49633945791092,0.3619190300152607,0.960451064784517
IRAK2,TRAM-3,2.651724088722411,0.12816686280604125,0.960451064784517
COLQ,TRAM-3,0.6573661435346908,0.7671373003186754,0.960451064784517
OXNAD1,TRAM-3,1.5467004380150404,0.3926424440304487,0.960451064784517
RFTN1,TRAM-3,1.964150683040198,0.17745844082128337,0.960451064784517
AC090948.1,TRAM-3,4.477019370119983,0.09737841249565747,0.960451064784517
SATB1,TRAM-3,0.6917344237714376,0.8344529552500257,0.960451064784517
AC144521.1,TRAM-3,-0.6486049961719692,0.6662837282808145,0.960451064784517
SATB1-AS1,TRAM-3,0.22892046433394553,0.7442222358042786,0.960451064784517
SGO1-AS1,TRAM-3,0.7048368414501579,0.6967211264201267,0.960451064784517
NEK10,TRAM-3,0.12775554719837268,0.820799414065311,0.960451064784517
LINC02084,TRAM-3,1.5384199147841258,0.5641591413664847,0.960451064784517
EOMES,TRAM-3,2.747233929620033,0.4163794049686237,0.960451064784517
CMTM8,TRAM-3,2.747233929620033,0.32961648597866544,0.960451064784517
CCR4,TRAM-3,2.0616390657923858,0.49550924418765807,0.960451064784517
VILL,TRAM-3,1.5333692602352957,0.2958044771753704,0.960451064784517
CX3CR1,TRAM-3,3.0255350921071376,0.3625239550867737,0.960451064784517
CCR8,TRAM-3,0.8428990389152711,0.7111380838024175,0.960451064784517
VIPR1,TRAM-3,1.182591413278473,0.645909928361869,0.960451064784517
