split,variant,task,modality,metric,value,n,auc
3,set_mil_mt_no_sab,death_surv,CT,c_index,0.6459525756336877,303,
3,set_mil_mt_no_sab,death_surv,Clinical,c_index,0.5134672085425134,629,
3,set_mil_no_sab,acr_surv,HE,c_index,0.6394028595458369,254,
3,set_mil_no_sab,acr_surv,BAL,c_index,0.25,18,
3,set_mil_no_sab,acr_surv,CT,c_index,0.39723777074714045,388,
3,set_mil_no_sab,acr_surv,Clinical,c_index,0.5145622187259888,787,
3,set_mil_no_sab,clad_surv,HE,c_index,0.3910642570281124,134,
3,set_mil_no_sab,clad_surv,BAL,c_index,,11,
3,set_mil_no_sab,clad_surv,CT,c_index,0.34533648170011805,271,
3,set_mil_no_sab,clad_surv,Clinical,c_index,0.541644757598065,599,
3,set_mil_no_sab,cls,HE,bacc,0.7139775668679896,141,0.7929249352890422
3,set_mil_no_sab,cls,BAL,bacc,0.5,9,0.5
3,set_mil_no_sab,cls,CT,bacc,0.4502688172043011,105,0.5022401433691757
3,set_mil_no_sab,cls,Clinical,bacc,0.4206008583690987,251,0.3925846447305674
3,set_mil_no_sab,death_surv,HE,c_index,0.6887019230769231,136,
3,set_mil_no_sab,death_surv,BAL,c_index,0.4,11,
3,set_mil_no_sab,death_surv,CT,c_index,0.6966021622603797,303,
3,set_mil_no_sab,death_surv,Clinical,c_index,0.41074986054665713,629,
4,early,acr_surv,HE,c_index,0.8548850574712644,217,
4,early,acr_surv,BAL,c_index,0.31196581196581197,63,
4,early,acr_surv,CT,c_index,0.4213337928657591,416,
4,early,acr_surv,Clinical,c_index,0.6122028141678797,823,
4,early,clad_surv,HE,c_index,0.5577395577395577,115,
4,early,clad_surv,BAL,c_index,0.6875,29,
4,early,clad_surv,CT,c_index,0.438283378746594,315,
4,early,clad_surv,Clinical,c_index,0.5631942789034565,591,
4,early,cls,HE,bacc,0.7001078748651564,121,0.7683387270765911
4,early,cls,BAL,bacc,0.3187134502923976,28,0.32163742690058483
4,early,cls,CT,bacc,0.49643640350877194,115,0.48492324561403505
4,early,cls,Clinical,bacc,0.5781914893617022,267,0.6023271276595745
4,early,death_surv,HE,c_index,0.7028241335044929,119,
4,early,death_surv,BAL,c_index,0.7761194029850746,37,
4,early,death_surv,CT,c_index,0.7249643620812545,341,
4,early,death_surv,Clinical,c_index,0.5645347940132696,631,
4,late,acr_surv,HE,c_index,0.7805316091954023,217,
4,late,acr_surv,BAL,c_index,0.3696581196581197,63,
4,late,acr_surv,CT,c_index,0.4920730656556953,416,
4,late,acr_surv,Clinical,c_index,0.5227698066126014,823,
4,late,clad_surv,HE,c_index,0.6240786240786241,115,
4,late,clad_surv,BAL,c_index,0.6875,29,
4,late,clad_surv,CT,c_index,0.5478882833787466,315,
4,late,clad_surv,Clinical,c_index,0.539523241954708,591,
4,late,cls,HE,bacc,0.6612729234088457,121,0.7691477885652643
4,late,cls,BAL,bacc,0.32456140350877194,28,0.30409356725146197
4,late,cls,CT,bacc,0.518640350877193,115,0.4909539473684211
4,late,cls,Clinical,bacc,0.5426196808510638,267,0.634375
4,late,death_surv,HE,c_index,0.7580231065468549,119,
4,late,death_surv,BAL,c_index,0.7574626865671642,37,
4,late,death_surv,CT,c_index,0.696792587312901,341,
4,late,death_surv,Clinical,c_index,0.543537519930052,631,
4,longitudinal_mk_no_alibi,acr_surv,HE,bacc,0.6536098310291858,241,0.7761136712749617
4,longitudinal_mk_no_alibi,acr_surv,BAL,bacc,0.31919191919191914,73,0.18434343434343436
4,longitudinal_mk_no_alibi,acr_surv,CT,bacc,0.4913489736070381,251,0.5626099706744868
4,longitudinal_mk_no_alibi,acr_surv,Clinical,bacc,0.5681081081081081,287,0.6393513513513513
4,longitudinal_mk_no_alibi,death_surv,HE,c_index,0.7077601543511489,514,
4,longitudinal_mk_no_alibi,death_surv,BAL,c_index,0.6738533591731266,162,
4,longitudinal_mk_no_alibi,death_surv,CT,c_index,0.7475782705793659,644,
4,longitudinal_mk_no_alibi,death_surv,Clinical,c_index,0.3554424796942843,721,
4,middle,acr_surv,HE,c_index,0.6889367816091954,217,
4,middle,acr_surv,BAL,c_index,0.37606837606837606,63,
4,middle,acr_surv,CT,c_index,0.4519645011201103,416,
4,middle,acr_surv,Clinical,c_index,0.5829347750745131,823,
4,middle,clad_surv,HE,c_index,0.6805896805896806,115,
4,middle,clad_surv,BAL,c_index,0.6458333333333334,29,
4,middle,clad_surv,CT,c_index,0.5532697547683924,315,
4,middle,clad_surv,Clinical,c_index,0.5771632896305126,591,
4,middle,cls,HE,bacc,0.6202804746494066,121,0.7340884573894283
4,middle,cls,BAL,bacc,0.4122807017543859,28,0.4385964912280702
4,middle,cls,CT,bacc,0.5128837719298246,115,0.46326754385964913
4,middle,cls,Clinical,bacc,0.5611037234042553,267,0.5936835106382979
4,middle,death_surv,HE,c_index,0.7734274711168164,119,
4,middle,death_surv,BAL,c_index,0.7798507462686567,37,
4,middle,death_surv,CT,c_index,0.7114932287954383,341,
4,middle,death_surv,Clinical,c_index,0.6039191482795865,631,
4,set_mil_mt,acr_surv,HE,c_index,0.3182471264367816,217,
4,set_mil_mt,acr_surv,BAL,c_index,0.6410256410256411,63,
4,set_mil_mt,acr_surv,CT,c_index,0.5865069791487162,416,
4,set_mil_mt,acr_surv,Clinical,c_index,0.5,823,
4,set_mil_mt,clad_surv,HE,c_index,0.5927518427518428,115,
4,set_mil_mt,clad_surv,BAL,c_index,0.4583333333333333,29,
4,set_mil_mt,clad_surv,CT,c_index,0.5985694822888283,315,
4,set_mil_mt,clad_surv,Clinical,c_index,0.4745172824791418,591,
4,set_mil_mt,cls,HE,bacc,0.697950377562028,121,0.8406148867313916
4,set_mil_mt,cls,BAL,bacc,0.47953216374269003,28,0.4210526315789474
4,set_mil_mt,cls,CT,bacc,0.4643640350877193,115,0.5043859649122807
4,set_mil_mt,cls,Clinical,bacc,0.6300531914893617,267,0.7154255319148936
4,set_mil_mt,death_surv,HE,c_index,0.6171373555840821,119,
4,set_mil_mt,death_surv,BAL,c_index,0.7723880597014925,37,
4,set_mil_mt,death_surv,CT,c_index,0.7007483962936565,341,
4,set_mil_mt,death_surv,Clinical,c_index,0.5976443964408784,631,
4,set_mil_mt_no_sab,acr_surv,HE,c_index,0.7880747126436781,217,
4,set_mil_mt_no_sab,acr_surv,BAL,c_index,0.3995726495726496,63,
4,set_mil_mt_no_sab,acr_surv,CT,c_index,0.5292951921419955,416,
4,set_mil_mt_no_sab,acr_surv,Clinical,c_index,0.5890864351563041,823,
4,set_mil_mt_no_sab,clad_surv,HE,c_index,0.5675675675675675,115,
4,set_mil_mt_no_sab,clad_surv,BAL,c_index,0.5,29,
4,set_mil_mt_no_sab,clad_surv,CT,c_index,0.5701634877384196,315,
4,set_mil_mt_no_sab,clad_surv,Clinical,c_index,0.5772348033373064,591,
4,set_mil_mt_no_sab,cls,HE,bacc,0.697950377562028,121,0.8505933117583603
4,set_mil_mt_no_sab,cls,BAL,bacc,0.45029239766081874,28,0.43274853801169594
4,set_mil_mt_no_sab,cls,CT,bacc,0.4487390350877193,115,0.4240679824561403
4,set_mil_mt_no_sab,cls,Clinical,bacc,0.5839095744680851,267,0.6859707446808512
4,set_mil_mt_no_sab,death_surv,HE,c_index,0.7371630295250321,119,
4,set_mil_mt_no_sab,death_surv,BAL,c_index,0.7444029850746269,37,
4,set_mil_mt_no_sab,death_surv,CT,c_index,0.718496079828938,341,
4,set_mil_mt_no_sab,death_surv,Clinical,c_index,0.5551483824512679,631,
4,set_mil_no_sab,acr_surv,HE,c_index,0.805316091954023,217,
4,set_mil_no_sab,acr_surv,BAL,c_index,0.4358974358974359,63,
4,set_mil_no_sab,acr_surv,CT,c_index,0.5290367051525073,416,
4,set_mil_no_sab,acr_surv,Clinical,c_index,0.5846329798294864,823,
4,set_mil_no_sab,clad_surv,HE,c_index,0.6142506142506142,115,
4,set_mil_no_sab,clad_surv,BAL,c_index,0.6875,29,
4,set_mil_no_sab,clad_surv,CT,c_index,0.3799046321525886,315,
4,set_mil_no_sab,clad_surv,Clinical,c_index,0.5347794994040524,591,
4,set_mil_no_sab,cls,HE,bacc,0.7305825242718447,121,0.8643473570658037
4,set_mil_no_sab,cls,BAL,bacc,0.4269005847953216,28,0.4970760233918129
4,set_mil_no_sab,cls,CT,bacc,0.45394736842105265,115,0.46518640350877194
4,set_mil_no_sab,cls,Clinical,bacc,0.589627659574468,267,0.6473404255319148
4,set_mil_no_sab,death_surv,HE,c_index,0.7400513478818999,119,
4,set_mil_no_sab,death_surv,BAL,c_index,0.7220149253731343,37,
4,set_mil_no_sab,death_surv,CT,c_index,0.7192444761225945,341,
4,set_mil_no_sab,death_surv,Clinical,c_index,0.5588000822918274,631,
